ลำดับที่,มิติงบประมาณ,ประเภทงบประมาณ,หน่วยงานรับผิดชอบ,โครงการ,วงเงิน(ล้านบาท),ตำบล,อำเภอ,แผนแม่บทฯ,ปี,วงเงิน_ล้านบาท,รหัสแผนแม่บท,ชื่อแผนแม่บท,ชื่อย่อด้าน,ปีงบประมาณ,ช่วงปีงบประมาณ
2289,ไม่ระบุ,ไม่ระบุ,กองบัญชาการกองทัพไทย,งานขุดลอกแหล่งน้ำ ตำบลศรีดงเย็น อำเภอไชยปราการ จังหวัดเชียงใหม่,0.7537,ศรีดงเย็น,ไชยปราการ,3.0,2568.0,0.7537,3,ด้านที่ 3 การจัดการน้ำท่วมและอุทกภัย,ด3_น้ำท่วมอุทกภัย,2568,ระยะปลาย (2568-2570)
2290,ไม่ระบุ,ไม่ระบุ,กองบัญชาการกองทัพไทย,งานขุดลอกแหล่งน้ำ ตำบลศรีดงเย็น อำเภอไชยปราการ จังหวัดเชียงใหม่,0.4718,ศรีดงเย็น,ไชยปราการ,3.0,2568.0,0.4718,3,ด้านที่ 3 การจัดการน้ำท่วมและอุทกภัย,ด3_น้ำท่วมอุทกภัย,2568,ระยะปลาย (2568-2570)
2291,ไม่ระบุ,ไม่ระบุ,กองบัญชาการกองทัพไทย,งานขุดลอกแหล่งน้ำ ตำบลแม่หอพระ อำเภอแม่แตง จังหวัดเชียงใหม่,3.7164,แม่หอพระ,แม่แตง,3.0,2568.0,3.7164,3,ด้านที่ 3 การจัดการน้ำท่วมและอุทกภัย,ด3_น้ำท่วมอุทกภัย,2568,ระยะปลาย (2568-2570)
2292,ไม่ระบุ,ไม่ระบุ,กองบัญชาการกองทัพไทย,งานขุดลอกแหล่งน้ำ ตำบลสันทราย อำเภอพร้าว จังหวัดเชียงใหม่,0.699,สันทราย,พร้าว,3.0,2568.0,0.699,3,ด้านที่ 3 การจัดการน้ำท่วมและอุทกภัย,ด3_น้ำท่วมอุทกภัย,2568,ระยะปลาย (2568-2570)
2293,ไม่ระบุ,ไม่ระบุ,กองบัญชาการกองทัพไทย,งานขุดลอกแหล่งน้ำ ตำบลสันทราย อำเภอพร้าว จังหวัดเชียงใหม่,1.0378,สันทราย,พร้าว,3.0,2568.0,1.0378,3,ด้านที่ 3 การจัดการน้ำท่วมและอุทกภัย,ด3_น้ำท่วมอุทกภัย,2568,ระยะปลาย (2568-2570)
2294,ไม่ระบุ,ไม่ระบุ,กองบัญชาการกองทัพไทย,งานขุดลอกแหล่งน้ำ ตำบลข่วงเปา อำเภอจอมทอง จังหวัดเชียงใหม่,3.5866,ข่วงเปา,จอมทอง,3.0,2568.0,3.5866,3,ด้านที่ 3 การจัดการน้ำท่วมและอุทกภัย,ด3_น้ำท่วมอุทกภัย,2568,ระยะปลาย (2568-2570)
2295,ไม่ระบุ,ไม่ระบุ,กองบัญชาการกองทัพไทย,งานขุดลอกแหล่งน้ำ ตำบลข่วงเปา อำเภอจอมทอง จังหวัดเชียงใหม่,2.2848,ข่วงเปา,จอมทอง,3.0,2568.0,2.2848,3,ด้านที่ 3 การจัดการน้ำท่วมและอุทกภัย,ด3_น้ำท่วมอุทกภัย,2568,ระยะปลาย (2568-2570)
2296,ไม่ระบุ,ไม่ระบุ,กองบัญชาการกองทัพไทย,งานขุดลอกแหล่งน้ำ ตำบลข่วงเปา อำเภอจอมทอง จังหวัดเชียงใหม่,3.4802,ข่วงเปา,จอมทอง,3.0,2568.0,3.4802,3,ด้านที่ 3 การจัดการน้ำท่วมและอุทกภัย,ด3_น้ำท่วมอุทกภัย,2568,ระยะปลาย (2568-2570)
2297,ไม่ระบุ,ไม่ระบุ,กองบัญชาการกองทัพไทย,งานขุดลอกแหล่งน้ำ ตำบลข่วงเปา อำเภอจอมทอง จังหวัดเชียงใหม่,2.7405,ข่วงเปา,จอมทอง,3.0,2568.0,2.7405,3,ด้านที่ 3 การจัดการน้ำท่วมและอุทกภัย,ด3_น้ำท่วมอุทกภัย,2568,ระยะปลาย (2568-2570)
2298,ไม่ระบุ,ไม่ระบุ,กองบัญชาการกองทัพไทย,งานขุดลอกแหล่งน้ำ ตำบลแม่สอย อำเภอจอมทอง จังหวัดเชียงใหม่,1.7007,แม่สอย,จอมทอง,3.0,2568.0,1.7007,3,ด้านที่ 3 การจัดการน้ำท่วมและอุทกภัย,ด3_น้ำท่วมอุทกภัย,2568,ระยะปลาย (2568-2570)
